år,region,inkomst,arbetslösa,befolkning,arbetslöshet
2002,2283 Sollefteå,133.4,681,21384,3.184624018
2002,2284 Örnsköldsvik,143.2,1220,55047,2.216287899
2002,2303 Ragunda,125.9,168,6079,2.763612436
2002,2305 Bräcke,125.1,187,7406,2.524979746
2002,2309 Krokom,128.8,317,14005,2.26347733
2002,2313 Strömsund,124.4,422,13371,3.156084063
2002,2321 Åre,119.7,178,9692,1.83656624
2002,2326 Berg,118,141,7949,1.773808026
2002,2361 Härjedalen,126.8,157,11289,1.390734343
2002,2380 Östersund,146.6,1487,58156,2.556915881
2002,2401 Nordmaling,129,102,7573,1.346890268
2002,2403 Bjurholm,121,37,2608,1.418711656
2002,2404 Vindeln,126,116,5960,1.946308725
2002,2409 Robertsfors,124.6,106,7168,1.478794643
2002,2417 Norsjö,130.8,91,4541,2.003963885
2002,2418 Malå,140.8,70,3553,1.970166057
2002,2421 Storuman,128.1,245,6679,3.668213804
2002,2422 Sorsele,124.4,60,3046,1.969796454
2002,2425 Dorotea,124.4,90,3247,2.771789344
2002,2460 Vännäs,131.7,101,8479,1.191178205
2002,2462 Vilhelmina,123.1,241,7655,3.148269105
2002,2463 Åsele,126.7,122,3499,3.486710489
2002,2480 Umeå,145.4,1954,106525,1.834311195
2002,2481 Lycksele,134.9,290,12884,2.250853772
2002,2482 Skellefteå,141.9,1931,71813,2.688928188
2002,2505 Arvidsjaur,136.9,257,7017,3.662533846
2002,2506 Arjeplog,131,105,3291,3.190519599
2002,2510 Jokkmokk,131.7,154,5782,2.663438257
2002,2513 Överkalix,130.1,122,4058,3.006407097
2002,2514 Kalix,139.1,681,17805,3.824768324
2002,2518 Övertorneå,120.8,244,5391,4.526061955
2002,2521 Pajala,123.9,353,7206,4.898695532
2002,2523 Gällivare,148.5,678,19420,3.491246138
2002,2560 Älvsbyn,132.3,262,8835,2.965478212
2002,2580 Luleå,150.1,2426,72139,3.362952079
2002,2581 Piteå,145.3,1264,40531,3.118600577
2002,2582 Boden,144,691,28268,2.444460167
2002,2583 Haparanda,119.2,443,10334,4.286820205
2002,2584 Kiruna,151.3,922,23555,3.91424326
2006,0114 Upplands Väsby,180.6,1030,37848,2.721411964
2006,0115 Vallentuna,180.2,354,27868,1.27027415
2006,0117 Österåker,186,563,37879,1.486311677
2006,0120 Värmdö,181.3,515,35803,1.438426947
2006,0123 Järfälla,189.7,1374,62342,2.20397164
2006,0125 Ekerö,194.3,288,24301,1.185136414
2006,0126 Huddinge,172.3,1837,90182,2.036991861
2006,0127 Botkyrka,145.9,2631,77553,3.392518665
2006,0128 Salem,180.9,213,14715,1.447502548
2006,0136 Haninge,166.9,1682,72956,2.305499205
2006,0138 Tyresö,184.6,663,41476,1.598514804
2006,0139 Upplands-Bro,170.8,415,21638,1.917922174
2006,0140 Nykvarn,185.4,104,8609,1.2080381
2006,0160 Täby,231.4,815,61006,1.33593417
2006,0162 Danderyd,278.8,312,30492,1.023219205
2006,0163 Sollentuna,207.2,1095,60528,1.809080095
2006,0180 Stockholm,196.6,19306,782885,2.46600714
2006,0181 Södertälje,159,2189,81791,2.676333582
2006,0182 Nacka,209.4,1416,82421,1.71800876
2006,0183 Sundbyberg,186.1,974,34529,2.820817284
2006,0184 Solna,198.6,1344,61717,2.177682
2006,0186 Lidingö,247.1,452,42321,1.068027693
2006,0187 Vaxholm,197,124,10440,1.187739464
2006,0188 Norrtälje,159.4,920,54836,1.677729958
2006,0191 Sigtuna,172,906,36976,2.450237992
2006,0192 Nynäshamn,166.3,486,24992,1.944622279
2006,0305 Håbo,178.6,332,18637,1.781402586
2006,0319 Älvkarleby,159,397,9110,4.357848518
2006,0330 Knivsta,182.7,207,13597,1.522394646
2006,0331 Heby,142.5,243,13530,1.796008869
2006,0360 Tierp,146.5,600,19943,3.008574437
2006,0380 Uppsala,170.6,4660,185187,2.51637534
2006,0381 Enköping,159.1,911,38486,2.367094528
2006,0382 Östhammar,161.9,386,21435,1.800793095
2006,0428 Vingåker,143.2,282,9212,3.06122449
2006,0461 Gnesta,157.6,217,9981,2.174130849
2006,0480 Nyköping,168.3,1189,50191,2.368950609
2006,0481 Oxelösund,176.4,208,11111,1.87201872
2006,0482 Flen,148.9,534,16222,3.291825915
2006,0483 Katrineholm,153.3,1151,32029,3.593618283
2006,0484 Eskilstuna,156.9,3501,92250,3.795121951
2006,0486 Strängnäs,171.5,795,31152,2.552003082
2006,0488 Trosa,180.9,201,10951,1.835448817
2006,0509 Ödeshög,139.1,138,5433,2.540033131
2006,0512 Ydre,143.1,76,3822,1.988487703
2006,0513 Kinda,145.3,171,9918,1.724137931
2006,0560 Boxholm,150.6,106,5226,2.028319939
2006,0561 Åtvidaberg,150.4,339,11775,2.878980892
2006,0562 Finspång,163,437,20812,2.099750144
2006,0563 Valdemarsvik,140.4,225,8038,2.799203782
2006,0580 Linköping,167.6,4202,138580,3.032183576
2006,0581 Norrköping,157.1,5119,125463,4.080087356
2006,0582 Söderköping,157.2,279,14051,1.985623799
2006,0583 Motala,154.7,1242,41959,2.960032413
2006,0584 Vadstena,159.6,182,7541,2.413473014
2006,0586 Mjölby,153.5,705,25348,2.781284519
2006,0604 Aneby,146.7,130,6551,1.984429858
2006,0617 Gnosjö,166.1,160,9598,1.667013961
2006,0642 Mullsjö,153.6,150,7075,2.120141343
2006,0643 Habo,157.9,164,10122,1.620233156
2006,0662 Gislaved,158.3,649,29327,2.212977802
2006,0665 Vaggeryd,157.4,302,12816,2.356429463
2006,0680 Jönköping,165.3,2868,122194,2.347087418
2006,0682 Nässjö,155.4,614,29369,2.09063979
2006,0683 Värnamo,165.7,502,32841,1.528577084
2006,0684 Sävsjö,142.2,159,10985,1.447428311
2006,0685 Vetlanda,155.8,427,26380,1.618650493
2006,0686 Eksjö,157.9,246,16516,1.489464761
2006,0687 Tranås,151.7,395,17765,2.223473121
2006,0760 Uppvidinge,142.8,165,9508,1.735380732
2006,0761 Lessebo,148.9,177,8099,2.185454994
2006,0763 Tingsryd,146.5,276,12712,2.171176841
2006,0764 Alvesta,152.6,343,18741,1.830211835
2006,0765 Älmhult,169.6,236,15368,1.535658511
2006,0767 Markaryd,149.2,160,9613,1.664412774
2006,0780 Växjö,166.6,2130,78473,2.71430938
2006,0781 Ljungby,158.5,437,27121,1.611297519
2006,0821 Högsby,135.6,141,6033,2.337145699
2006,0834 Torsås,142.5,160,7154,2.236511043
2006,0840 Mörbylånga,151.4,324,13520,2.396449704
2006,0860 Hultsfred,142,343,14306,2.397595415
2006,0861 Mönsterås,153.4,322,13111,2.455953017
2006,0862 Emmaboda,157.6,187,9436,1.981771937
2006,0880 Kalmar,161.7,1871,61321,3.051157026
2006,0881 Nybro,151.3,366,19680,1.859756098
2006,0882 Oskarshamn,167.7,588,26244,2.240512117
2006,0883 Västervik,154.6,1381,36400,3.793956044
2006,0884 Vimmerby,150.8,367,15588,2.35437516
2006,0885 Borgholm,136.4,325,10983,2.959118638
2006,0980 Gotland,143.4,1982,57297,3.459168892
2006,1060 Olofström,161.3,372,13355,2.785473605
2006,1080 Karlskrona,163.7,1880,61844,3.039906862
2006,1081 Ronneby,157.2,1002,28443,3.522835144
2006,1082 Karlshamn,162.3,973,31179,3.120690208
2006,1083 Sölvesborg,154.8,579,16615,3.484802889
2006,1214 Svalöv,143.6,304,13055,2.328609728
2006,1230 Staffanstorp,175.9,383,20840,1.8378119
2006,1231 Burlöv,151.2,491,15662,3.134976376
2006,1233 Vellinge,197.3,514,32270,1.59281066
2006,1256 Östra Göinge,148.6,335,13886,2.4125018
2006,1257 Örkelljunga,141.3,160,9529,1.679084899
2006,1260 Bjuv,143.8,422,14199,2.972040285
2006,1261 Kävlinge,173.4,569,27369,2.078994483
2006,1262 Lomma,206.7,213,19434,1.096017289
2006,1263 Svedala,164.5,448,18988,2.359384875
2006,1264 Skurup,148.8,427,14703,2.904169217
2006,1265 Sjöbo,140.2,564,17721,3.182664635
2006,1266 Hörby,140.7,342,14540,2.35213205
2006,1267 Höör,149.2,336,14777,2.273803884
2006,1270 Tomelilla,139.7,372,12719,2.924758236
2006,1272 Bromölla,159.5,273,12145,2.247838617
2006,1273 Osby,151.9,246,12634,1.947126801
2006,1275 Perstorp,150.9,184,6898,2.667439838
2006,1276 Klippan,144.7,488,16106,3.029926735
2006,1277 Åstorp,142.9,456,13885,3.284119553
2006,1278 Båstad,164.7,242,14170,1.707833451
2006,1280 Malmö,146.8,9862,276244,3.57003229
2006,1281 Lund,170,2678,103286,2.592800573
2006,1282 Landskrona,145.6,1272,40018,3.178569644
2006,1283 Helsingborg,165.8,3672,123389,2.975954096
2006,1284 Höganäs,174.8,472,23857,1.978454961
2006,1285 Eslöv,149.7,707,30437,2.322830765
2006,1286 Ystad,161.2,801,27398,2.923571064
2006,1287 Trelleborg,153.3,1023,40320,2.537202381
2006,1290 Kristianstad,156.7,2546,76540,3.326365299
2006,1291 Simrishamn,148.5,509,19418,2.621279225
2006,1292 Ängelholm,165.6,1183,38682,3.058269996
2006,1293 Hässleholm,150.1,1536,49381,3.11050809
2006,1315 Hylte,147.8,191,10371,1.841673898
2006,1380 Halmstad,160,2672,88958,3.003664651
2006,1381 Laholm,145.8,631,23153,2.725348767
2006,1382 Falkenberg,148.5,1186,39874,2.974369263
2006,1383 Varberg,159.7,1525,55459,2.749779116
2006,1384 Kungsbacka,186.4,1312,71044,1.846742864
2006,1401 Härryda,182.9,532,32395,1.642228739
2006,1402 Partille,180.3,697,33614,2.073540787
2006,1407 Öckerö,170,192,12229,1.570038433
2006,1415 Stenungsund,173.4,421,23190,1.815437689
2006,1419 Tjörn,175,255,14954,1.70522937
2006,1421 Orust,161.1,272,15185,1.791241357
2006,1427 Sotenäs,162.6,181,9283,1.949800711
2006,1430 Munkedal,147.3,219,10246,2.137419481
2006,1435 Tanum,146.4,243,12253,1.983187791
2006,1438 Dals-Ed,137.9,166,4900,3.387755102
2006,1439 Färgelanda,143.2,197,6779,2.906033338
2006,1440 Ale,162.8,609,26800,2.27238806
2006,1441 Lerum,178.3,608,37092,1.639167475
2006,1442 Vårgårda,149.9,240,10896,2.202643172
2006,1443 Bollebygd,169.2,166,8179,2.029587969
2006,1444 Grästorp,150.2,123,5809,2.117404028
2006,1445 Essunga,147.1,125,5651,2.211997876
2006,1446 Karlsborg,156.1,204,6880,2.965116279
2006,1447 Gullspång,140.1,148,5506,2.687976753
2006,1452 Tranemo,156.4,106,11742,0.9027422926
2006,1460 Bengtsfors,144.3,458,10080,4.543650794
2006,1461 Mellerud,138.1,250,9623,2.59794243
2006,1462 Lilla Edet,153.7,295,12836,2.298223746
2006,1463 Mark,151.3,672,33594,2.000357207
2006,1465 Svenljunga,146.6,159,10405,1.528111485
2006,1466 Herrljunga,150.6,192,9243,2.077247647
2006,1470 Vara,145.2,382,15961,2.393333751
2006,1471 Götene,152.7,270,12959,2.083494097
2006,1472 Tibro,151.6,351,10671,3.289288726
2006,1473 Töreboda,137.1,294,9368,3.138343296
2006,1480 Göteborg,173,17152,489757,3.502144941
2006,1481 Mölndal,182.6,1198,58938,2.032644474
2006,1482 Kungälv,175.9,574,38899,1.47561634
2006,1484 Lysekil,161.3,322,14631,2.200806507
2006,1485 Uddevalla,158.9,1367,50507,2.706555527
2006,1486 Strömstad,146.7,258,11569,2.230097675
2006,1487 Vänersborg,163.8,842,37023,2.274261945
2006,1488 Trollhättan,166.1,1573,53830,2.922162363
2006,1489 Alingsås,164.6,821,36481,2.250486555
2006,1490 Borås,160.4,2640,100221,2.634178466
2006,1491 Ulricehamn,153.9,454,22436,2.023533607
2006,1492 Åmål,151.5,446,12716,3.507392262
2006,1493 Mariestad,155.4,629,23933,2.628170309
2006,1494 Lidköping,161.3,1018,37526,2.712785802
2006,1495 Skara,157.9,478,18595,2.57058349
2006,1496 Skövde,164.9,1392,50153,2.775506949
2006,1497 Hjo,151.9,222,8853,2.507624534
2006,1498 Tidaholm,147.4,239,12653,1.888880107
2006,1499 Falköping,149.5,673,31240,2.154289373
2006,1715 Kil,151.6,271,11803,2.296026434
2006,1730 Eda,136.2,166,8670,1.914648212
2006,1737 Torsby,144.1,324,12946,2.502703538
2006,1760 Storfors,151.1,138,4526,3.049049934
2006,1761 Hammarö,178.9,308,14489,2.125750569
2006,1762 Munkfors,149.1,132,3936,3.353658537
2006,1763 Forshaga,149.8,241,11466,2.101866388
2006,1764 Grums,157.5,221,9332,2.368195456
2006,1765 Årjäng,132.9,178,9821,1.812442725
2006,1766 Sunne,144.8,357,13591,2.626738283
2006,1780 Karlstad,168.4,2099,82878,2.532638336
2006,1781 Kristinehamn,158.1,539,23848,2.260147601
2006,1782 Filipstad,149,323,10952,2.949233017
2006,1783 Hagfors,152.5,357,13127,2.719585587
2006,1784 Arvika,152.1,549,26131,2.100952891
2006,1785 Säffle,146.9,344,15973,2.153634258
2006,1814 Lekeberg,150.5,234,7096,3.297632469
2006,1860 Laxå,158,237,6046,3.919947072
2006,1861 Hallsberg,154.6,509,15287,3.32962648
2006,1862 Degerfors,159.5,325,10014,3.245456361
2006,1863 Hällefors,152.1,255,7539,3.38241146
2006,1864 Ljusnarsberg,143,182,5243,3.47129506
2006,1880 Örebro,160.9,4673,128977,3.623126604
2006,1881 Kumla,156.3,668,19643,3.40070254
2006,1882 Askersund,157.1,383,11470,3.339145597
2006,1883 Karlskoga,170,885,30159,2.934447429
2006,1884 Nora,158.1,308,10482,2.93837054
2006,1885 Lindesberg,155.2,661,23074,2.864696195
2006,1904 Skinnskatteberg,150.4,125,4752,2.63047138
2006,1907 Surahammar,161.6,230,10109,2.275200317
2006,1960 Kungsör,161,202,8211,2.460114481
2006,1961 Hallstahammar,157.7,392,15042,2.606036431
2006,1962 Norberg,155.8,153,5843,2.618517885
